frame,host_monotonic_ns,t_s,t_unix_s,n_ref,green_x_m,green_y_m,red_x_m,red_y_m,x_m,y_m,heading_deg,vx_m_s,vy_m_s,u_m_s,v_port_m_s,v_starboard_m_s,r_deg_s,r_rad_s,scale,ref_world_rms_m,ref_range_rms_m,color_spacing_m,motion_reset,homography_state,reference_method,calibration_debug_schema_version,frame_width_px,frame_height_px,ref_tag_size_m,visible_ref_ids,candidate_available,candidate_accepted,candidate_reject_reason,candidate_method,candidate_world_rms_m,candidate_pnp_baseline_error_m,pnp_baseline_tag_a,pnp_baseline_tag_b,pnp_baseline_measured_m,pnp_baseline_expected_m,accepted_calibration_samples,max_ref_world_error_m,max_ref_range_error_m,max_ref_pose_reproj_error_px,geometry_distortion_mode,camera_K_00,camera_K_01,camera_K_02,camera_K_10,camera_K_11,camera_K_12,camera_K_20,camera_K_21,camera_K_22,camera_dist_0,camera_dist_1,camera_dist_2,camera_dist_3,camera_dist_4,geometry_dist_0,geometry_dist_1,geometry_dist_2,geometry_dist_3,geometry_dist_4,ref_101_detected,ref_101_target_x_m,ref_101_target_y_m,ref_101_center_px_x,ref_101_center_px_y,ref_101_pnp_pose_valid,ref_101_pnp_reproj_rms_px,ref_101_pnp_center_px_x,ref_101_pnp_center_px_y,ref_101_corner0_px_x,ref_101_corner0_px_y,ref_101_corner1_px_x,ref_101_corner1_px_y,ref_101_corner2_px_x,ref_101_corner2_px_y,ref_101_corner3_px_x,ref_101_corner3_px_y,ref_101_cam_x_m,ref_101_cam_y_m,ref_101_cam_z_m,ref_101_range_m,ref_101_map_x_m,ref_101_map_y_m,ref_102_detected,ref_102_target_x_m,ref_102_target_y_m,ref_102_center_px_x,ref_102_center_px_y,ref_102_pnp_pose_valid,ref_102_pnp_reproj_rms_px,ref_102_pnp_center_px_x,ref_102_pnp_center_px_y,ref_102_corner0_px_x,ref_102_corner0_px_y,ref_102_corner1_px_x,ref_102_corner1_px_y,ref_102_corner2_px_x,ref_102_corner2_px_y,ref_102_corner3_px_x,ref_102_corner3_px_y,ref_102_cam_x_m,ref_102_cam_y_m,ref_102_cam_z_m,ref_102_range_m,ref_102_map_x_m,ref_102_map_y_m,candidate_H_00,candidate_H_01,candidate_H_02,candidate_H_10,candidate_H_11,candidate_H_12,candidate_H_20,candidate_H_21,candidate_H_22,active_map_H_00,active_map_H_01,active_map_H_02,active_map_H_10,active_map_H_11,active_map_H_12,active_map_H_20,active_map_H_21,active_map_H_22
307,34131888569226,46.0765,1785360901.172,2,3.6629,0.6865,3.6738,0.5044,3.6683,0.5955,183.42,0.0407,0.0139,-0.0415,-0.0114,0.0114,-7.52,-0.131313,1.0000,0.0036,0.5051,0.1824,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011657,0.497050,101,102,4.757050,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.221,750.894,1,0.819,73.054,751.701,65.393,791.369,8.658,780.212,79.881,716.455,134.266,723.174,-2.846086,0.619585,1.799232,3.423642,-0.001673,0.001793,1,4.260000,0.000000,1773.275,886.479,1,1.226,1772.394,886.542,1843.365,934.440,1760.588,935.331,1705.497,840.099,1784.470,843.375,1.894142,0.837455,1.464116,2.536285,4.255504,0.000330,0.0114556121,0.0114894616,-9.4752506538,0.0008959365,-0.0113002921,8.4293585176,0.0001538791,0.0041278638,1.0000000000,0.0115251996,0.0115705001,-9.5390451141,0.0009065523,-0.0114097207,8.5085477417,0.0001519167,0.0041759508,1.0000000000
308,34132019178135,46.2071,1785360901.277,2,3.6588,0.6897,3.6724,0.5105,3.6656,0.6001,184.35,0.0090,0.0273,-0.0111,-0.0265,0.0265,-4.08,-0.071288,1.0000,0.0028,0.5051,0.1797,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.010881,0.478803,101,102,4.738803,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,72.809,751.526,1,0.952,73.119,751.924,65.264,791.712,8.848,780.701,79.379,716.539,134.951,723.180,-2.832252,0.617289,1.790611,3.407196,-0.001054,-0.000035,1,4.260000,0.000000,1773.609,886.500,1,1.220,1772.740,886.612,1844.270,934.569,1760.564,935.619,1705.444,840.130,1785.099,843.232,1.889986,0.835413,1.460244,2.530272,4.256206,0.000341,0.0113896890,0.0113874342,-9.3968882598,0.0008852738,-0.0111803714,8.3424374257,0.0001586549,0.0040851259,1.0000000000,0.0115251996,0.0115705001,-9.5390451141,0.0009065523,-0.0114097207,8.5085477417,0.0001519167,0.0041759508,1.0000000000
309,34132116764567,46.3047,1785360901.384,2,3.6651,0.6906,3.6734,0.5106,3.6692,0.6006,182.66,0.0052,0.0248,-0.0063,-0.0245,0.0245,-3.29,-0.057443,1.0000,0.0033,0.5051,0.1801,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011421,0.490652,101,102,4.750652,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.120,751.214,1,0.776,73.163,751.776,65.389,791.437,8.768,780.410,79.817,716.374,134.650,723.298,-2.840789,0.618731,1.796093,3.417435,-0.001061,0.000891,1,4.260000,0.000000,1773.206,886.299,1,1.049,1772.519,886.545,1843.808,934.458,1760.670,935.396,1705.729,840.271,1784.224,843.146,1.893156,0.836890,1.463114,2.534783,4.255577,0.000730,0.0114711494,0.0116112499,-9.5700300477,0.0008969189,-0.0113165991,8.4421271725,0.0001508250,0.0041451168,1.0000000000,0.0115251996,0.0115705001,-9.5390451141,0.0009065523,-0.0114097207,8.5085477417,0.0001519167,0.0041759508,1.0000000000
310,34132224624999,46.4125,1785360901.591,2,3.6586,0.6949,3.6693,0.5119,3.6639,0.6034,183.36,-0.0038,0.0232,0.0025,-0.0234,0.0234,-2.15,-0.037444,1.0000,0.0035,0.5051,0.1833,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011622,0.506950,101,102,4.766950,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.312,750.877,1,0.845,73.058,751.789,65.695,791.369,8.662,780.142,79.747,716.667,134.123,723.350,-2.856633,0.622151,1.805907,3.436382,-0.001468,0.001859,1,4.260000,0.000000,1773.279,886.363,1,1.259,1772.382,886.453,1843.476,934.398,1760.598,935.237,1705.397,839.912,1784.432,843.375,1.893147,0.836809,1.463370,2.534897,4.255656,0.000597,0.0114922833,0.0115046197,-9.4902781625,0.0008988735,-0.0113516209,8.4687068924,0.0001546262,0.0041432707,1.0000000000,0.0115251996,0.0115705001,-9.5390451141,0.0009065523,-0.0114097207,8.5085477417,0.0001519167,0.0041759508,1.0000000000
311,34132449855487,46.6378,1785360901.737,2,3.6647,0.6951,3.6737,0.5141,3.6692,0.6046,182.87,0.0026,0.0124,-0.0033,-0.0123,0.0123,-0.10,-0.001723,1.0000,0.0032,0.5051,0.1812,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.010987,0.488805,101,102,4.748805,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.040,751.397,1,0.877,73.297,751.797,65.309,791.502,8.793,780.271,79.789,716.385,135.218,723.452,-2.841937,0.619134,1.797076,3.418978,-0.000774,0.000370,1,4.260000,0.000000,1773.245,886.265,1,1.213,1772.420,886.468,1843.918,934.392,1760.645,935.453,1705.266,839.973,1784.274,843.204,1.890011,0.835420,1.460874,2.530657,4.255704,0.000816,0.0115168412,0.0115919147,-9.5604653457,0.0008996722,-0.0113598304,8.4747043978,0.0001487773,0.0041685200,1.0000000000,0.0115251996,0.0115705001,-9.5390451141,0.0009065523,-0.0114097207,8.5085477417,0.0001519167,0.0041759508,1.0000000000
312,34132583217575,46.7711,1785360901.849,2,3.6654,0.6979,3.6711,0.5180,3.6682,0.6079,181.80,,,,,,,,1.0000,0.0034,0.5051,0.1800,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.010922,0.485726,101,102,4.745726,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.237,751.249,1,0.887,73.407,751.762,65.654,791.457,8.694,780.366,79.801,716.450,135.379,723.216,-2.837621,0.618161,1.794559,3.413891,-0.000636,0.000819,1,4.260000,0.000000,1773.081,886.235,1,1.002,1772.435,886.497,1843.962,934.355,1760.621,935.483,1705.495,840.353,1784.045,842.900,1.891415,0.836094,1.461930,2.532537,4.255382,0.000853,0.0114253425,0.0115652954,-9.5345932570,0.0008932741,-0.0112727277,8.4091666038,0.0001462996,0.0041311438,1.0000000000,0.0115251996,0.0115705001,-9.5390451141,0.0009065523,-0.0114097207,8.5085477417,0.0001519167,0.0041759508,1.0000000000
313,34132691673676,46.8796,1785360901.975,2,3.6706,0.7012,3.6737,0.5184,3.6722,0.6098,180.97,0.0106,0.0208,-0.0109,-0.0206,0.0206,-7.04,-0.122850,1.0000,0.0035,0.5051,0.1829,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011522,0.493578,101,102,4.753578,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.738,750.745,1,0.700,73.325,751.663,65.859,791.274,8.436,780.333,80.441,716.263,134.505,723.212,-2.839399,0.618191,1.795524,3.415882,-0.000652,0.002315,1,4.260000,0.000000,1773.343,886.519,1,1.166,1772.517,886.621,1843.443,934.425,1760.652,935.345,1705.755,840.331,1784.543,843.428,1.897638,0.839063,1.466583,2.540851,4.255601,0.000249,0.0114039419,0.0114687755,-9.4585508690,0.0008938670,-0.0112639250,8.4015262900,0.0001472355,0.0041167081,1.0000000000,0.0115251996,0.0115705001,-9.5390451141,0.0009065523,-0.0114097207,8.5085477417,0.0001519167,0.0041759508,1.0000000000
314,34132822767396,47.0107,1785360902.111,2,3.6686,0.7027,3.6735,0.5203,3.6710,0.6115,181.53,0.0108,0.0167,-0.0113,-0.0164,0.0164,-2.72,-0.047426,1.0000,0.0025,0.5051,0.1824,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.010726,0.462429,101,102,4.722429,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.013,751.343,1,1.287,73.603,751.667,65.366,791.741,8.854,780.442,79.627,716.405,136.396,722.596,-2.814465,0.612957,1.780287,3.386200,-0.000998,0.000512,1,4.260000,0.000000,1773.865,886.538,1,1.529,1772.736,886.536,1843.854,934.279,1760.809,935.640,1705.372,839.816,1785.309,843.502,1.891922,0.836086,1.461745,2.532806,4.256722,0.000302,0.0113902101,0.0114730260,-9.4638053600,0.0008881237,-0.0111999504,8.3537414057,0.0001408967,0.0041233814,1.0000000000,0.0115251996,0.0115705001,-9.5390451141,0.0009065523,-0.0114097207,8.5085477417,0.0001519167,0.0041759508,1.0000000000
315,34132967485301,47.1554,1785360902.251,2,3.6683,0.7037,3.6754,0.5213,3.6718,0.6125,182.24,0.0019,0.0115,-0.0024,-0.0114,0.0114,2.74,0.047786,1.0000,0.0035,0.5051,0.1825,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011273,0.485175,101,102,4.745175,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.476,750.968,1,0.759,73.319,751.717,65.591,791.491,8.732,780.211,80.230,716.263,134.687,723.320,-2.840494,0.618591,1.796206,3.417224,-0.000758,0.001646,1,4.260000,0.000000,1773.219,886.509,1,1.105,1772.438,886.598,1843.892,934.725,1760.776,935.508,1705.271,840.153,1784.223,843.171,1.887754,0.834723,1.459095,2.527713,4.255343,0.000250,0.0114920024,0.0115184481,-9.5028382566,0.0008973751,-0.0113127436,8.4385217476,0.0001520093,0.0041482234,1.0000000000,0.0115251996,0.0115705001,-9.5390451141,0.0009065523,-0.0114097207,8.5085477417,0.0001519167,0.0041759508,1.0000000000
316,34133099468053,47.2874,1785360902.371,2,3.6693,0.7036,3.6738,0.5225,3.6716,0.6130,181.42,0.0020,0.0072,-0.0022,-0.0072,0.0072,0.58,0.010098,1.0000,0.0041,0.5051,0.1812,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011953,0.494660,101,102,4.754660,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.693,750.669,1,0.702,73.205,751.636,65.554,791.288,8.489,780.151,80.603,716.183,134.145,723.335,-2.843697,0.618966,1.798012,3.420903,-0.000992,0.002517,1,4.260000,0.000000,1772.800,886.097,1,0.953,1772.250,886.479,1843.443,934.303,1760.750,935.326,1705.784,840.366,1783.342,843.024,1.894210,0.837490,1.464445,2.536537,4.254939,0.001121,0.0114762274,0.0115309908,-9.5090335379,0.0008990139,-0.0113365067,8.4554564452,0.0001469153,0.0041519065,1.0000000000,0.0115251996,0.0115705001,-9.5390451141,0.0009065523,-0.0114097207,8.5085477417,0.0001519167,0.0041759508,1.0000000000
317,34133226925889,47.4149,1785360902.538,2,3.6687,0.7053,3.6762,0.5270,3.6725,0.6161,182.40,0.0023,0.0119,-0.0028,-0.0118,0.0118,0.58,0.010105,1.0000,0.0024,0.5051,0.1784,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.010990,0.486147,101,102,4.746147,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,72.926,751.537,1,0.871,73.159,751.961,65.316,791.703,9.011,780.716,79.559,716.531,134.748,723.314,-2.835470,0.618129,1.792723,3.411133,-0.000698,-0.000041,1,4.260000,0.000000,1773.764,886.396,1,1.395,1772.778,886.562,1844.235,934.285,1760.515,935.582,1705.471,839.987,1785.327,843.473,1.894172,0.837097,1.463403,2.535777,4.256676,0.000608,0.0114016139,0.0113939001,-9.4035324802,0.0008865241,-0.0112026569,8.3594417688,0.0001619392,0.0040841152,1.0000000000,0.0115251996,0.0115705001,-9.5390451141,0.0009065523,-0.0114097207,8.5085477417,0.0001519167,0.0041759508,1.0000000000
318,34133385883197,47.5738,1785360902.689,2,3.6686,0.7075,3.6776,0.5245,3.6731,0.6160,182.81,0.0047,0.0103,-0.0052,-0.0101,0.0101,3.82,0.066755,1.0000,0.0040,0.5051,0.1833,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011398,0.483137,101,102,4.743137,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,72.981,751.381,1,0.846,73.170,751.836,65.367,791.422,8.710,780.545,79.606,716.540,134.933,723.268,-2.839945,0.618735,1.795573,3.416460,-0.000983,0.000402,1,4.260000,0.000000,1772.597,886.061,1,0.843,1772.151,886.482,1844.128,934.622,1760.672,935.409,1705.209,840.312,1783.050,842.805,1.886296,0.834106,1.458514,2.526086,4.254540,0.001165,0.0116728287,0.0118995457,-9.8023265833,0.0009118470,-0.0115103525,8.5872760910,0.0001510702,0.0042444402,1.0000000000,0.0115251996,0.0115705001,-9.5390451141,0.0009065523,-0.0114097207,8.5085477417,0.0001519167,0.0041759508,1.0000000000
319,34133544349063,47.7323,1785360902.843,2,3.6695,0.7105,3.6789,0.5283,3.6742,0.6194,182.94,0.0053,0.0103,-0.0058,-0.0101,0.0101,2.18,0.038038,1.0000,0.0035,0.5051,0.1825,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011674,0.506438,101,102,4.766438,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.137,750.952,1,0.822,72.914,751.814,65.352,791.380,8.407,780.192,79.738,716.670,134.122,723.404,-2.854610,0.621690,1.804350,3.433799,-0.001746,0.001615,1,4.260000,0.000000,1773.379,886.488,1,1.328,1772.430,886.571,1843.351,934.378,1760.690,935.423,1705.508,840.034,1784.518,843.531,1.894788,0.837773,1.464546,2.537120,4.255721,0.000328,0.0115263499,0.0115934711,-9.5582295212,0.0009026856,-0.0113939113,8.5006655054,0.0001533340,0.0041646475,1.0000000000,0.0115251996,0.0115705001,-9.5390451141,0.0009065523,-0.0114097207,8.5085477417,0.0001519167,0.0041759508,1.0000000000
320,34133690389758,47.8783,1785360902.964,2,3.6719,0.7138,3.6826,0.5365,3.6772,0.6252,183.45,0.0113,0.0250,-0.0128,-0.0243,0.0243,2.11,0.036883,1.0000,0.0031,0.5051,0.1776,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011790,0.490433,101,102,4.750433,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,72.992,751.398,1,1.027,73.290,751.879,65.595,791.462,8.764,780.364,79.377,716.820,135.325,723.288,-2.847383,0.620564,1.800506,3.425567,-0.000901,0.000356,1,4.260000,0.000000,1773.246,886.151,1,1.072,1772.540,886.390,1844.111,934.419,1760.698,935.507,1705.466,839.985,1784.271,842.791,1.885870,0.833266,1.457444,2.524873,4.255849,0.001076,0.0116873842,0.0124057373,-10.1856951409,0.0009145208,-0.0115504450,8.6170714477,0.0001535124,0.0042650120,1.0000000000,0.0115251996,0.0115705001,-9.5390451141,0.0009065523,-0.0114097207,8.5085477417,0.0001519167,0.0041759508,1.0000000000
321,34133805753795,47.9937,1785360903.092,2,3.6752,0.7252,3.6862,0.5413,3.6807,0.6333,183.41,0.0202,0.0431,-0.0227,-0.0419,0.0419,1.93,0.033728,1.0000,0.0034,0.5051,0.1842,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011228,0.506456,101,102,4.766456,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.172,751.132,1,0.847,73.168,751.803,65.562,791.420,8.640,780.146,79.699,716.576,134.716,723.461,-2.852538,0.621375,1.803531,3.431589,-0.001146,0.001128,1,4.260000,0.000000,1773.225,886.401,1,1.110,1772.457,886.556,1843.628,934.421,1760.567,935.239,1705.618,840.289,1784.383,843.349,1.896998,0.838684,1.466203,2.540028,4.255490,0.000499,0.0114157386,0.0114744963,-9.4633671657,0.0008954595,-0.0113012241,8.4311555039,0.0001463049,0.0041241273,1.0000000000,0.0115251996,0.0115705001,-9.5390451141,0.0009065523,-0.0114097207,8.5085477417,0.0001519167,0.0041759508,1.0000000000
322,34133934925719,48.1228,1785360903.219,2,3.6796,0.7287,3.6918,0.5464,3.6857,0.6375,183.84,0.0303,0.0482,-0.0335,-0.0460,0.0460,1.72,0.030070,1.0000,0.0034,0.5051,0.1827,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011482,0.486199,101,102,4.746199,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.065,751.144,1,0.818,73.150,751.692,65.297,791.403,8.667,780.312,79.787,716.300,134.796,723.183,-2.838370,0.617942,1.794539,3.414465,-0.001411,0.001072,1,4.260000,0.000000,1773.194,886.316,1,1.037,1772.494,886.507,1843.807,934.419,1760.590,935.464,1705.611,840.277,1784.316,842.948,1.891115,0.835921,1.461585,2.532057,4.255529,0.000688,0.0116372469,0.0114191015,-9.4365747356,0.0009058061,-0.0114353365,8.5303714517,0.0001535620,0.0042078433,1.0000000000,0.0115251996,0.0115705001,-9.5390451141,0.0009065523,-0.0114097207,8.5085477417,0.0001519167,0.0041759508,1.0000000000
323,34134070795373,48.2587,1785360903.346,2,3.6869,0.7303,3.6962,0.5476,3.6915,0.6389,182.93,0.0380,0.0287,-0.0394,-0.0268,0.0268,-0.84,-0.014677,1.0000,0.0023,0.5051,0.1830,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.010881,0.483156,101,102,4.743156,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.083,751.453,1,0.816,73.261,751.896,65.376,791.609,8.807,780.624,79.803,716.439,135.004,723.349,-2.834565,0.617803,1.792345,3.410124,-0.000499,0.000226,1,4.260000,0.000000,1773.792,886.334,1,1.438,1772.800,886.564,1844.340,934.235,1760.664,935.760,1705.449,839.931,1785.186,843.437,1.892012,0.836126,1.461694,2.532857,4.256816,0.000756,0.0114819545,0.0115163346,-9.5018531063,0.0008935261,-0.0112858105,8.4206879100,0.0001593875,0.0041296894,1.0000000000,0.0115251996,0.0115705001,-9.5390451141,0.0009065523,-0.0114097207,8.5085477417,0.0001519167,0.0041759508,1.0000000000
324,34134190828331,48.3787,1785360903.465,2,3.6939,0.7394,3.7062,0.5521,3.7001,0.6458,183.74,0.0501,0.0307,-0.0520,-0.0274,0.0274,-0.64,-0.011217,1.0000,0.0036,0.5051,0.1877,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011615,0.502862,101,102,4.762862,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.165,750.918,1,0.825,72.972,751.755,65.398,791.341,8.556,780.153,79.761,716.592,134.152,723.323,-2.853481,0.621305,1.803750,3.432476,-0.001760,0.001714,1,4.260000,0.000000,1773.223,886.388,1,1.124,1772.431,886.488,1843.581,934.420,1760.740,935.346,1705.505,840.159,1784.253,843.128,1.892273,0.836457,1.462601,2.533685,4.255502,0.000528,0.0115179527,0.0115687468,-9.5390308761,0.0009006735,-0.0113698739,8.4820092907,0.0001559376,0.0041549136,1.0000000000,0.0115251996,0.0115705001,-9.5390451141,0.0009065523,-0.0114097207,8.5085477417,0.0001519167,0.0041759508,1.0000000000
