frame,t_s,t_unix_s,n_ref,green_x_m,green_y_m,red_x_m,red_y_m,x_m,y_m,heading_deg,vx_m_s,vy_m_s,u_m_s,v_m_s,r_deg_s,scale,ref_world_rms_m,ref_range_rms_m,color_spacing_m,motion_reset,homography_state,reference_method
305,30.7887,1785357115.251,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
306,30.8808,1785357115.391,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
307,31.0413,1785357115.557,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
308,31.1983,1785357115.703,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
309,31.3431,1785357115.847,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
310,31.4784,1785357115.963,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
311,31.5973,1785357116.086,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
312,31.7238,1785357116.208,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
313,31.8397,1785357116.310,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
314,31.9470,1785357116.419,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
315,32.0736,1785357116.578,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
316,32.2497,1785357116.788,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
317,32.4252,1785357116.922,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
318,32.5900,1785357117.129,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
319,32.7703,1785357117.239,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
320,32.8778,1785357117.391,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
321,33.0390,1785357117.538,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
322,33.2187,1785357117.749,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
323,33.4111,1785357117.909,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
324,33.5492,1785357118.068,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
325,33.7178,1785357118.238,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
326,33.8821,1785357118.387,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
327,34.0227,1785357118.536,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
328,34.1831,1785357118.663,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
329,34.3015,1785357118.822,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
330,34.4855,1785357119.025,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
331,34.6669,1785357119.189,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
332,34.8365,1785357119.392,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
333,35.0487,1785357119.544,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
334,35.1783,1785357119.659,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
335,35.2904,1785357119.768,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
336,35.4061,1785357119.872,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
337,35.5024,1785357119.985,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
338,35.6144,1785357120.092,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
339,35.7234,1785357120.197,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
340,35.8273,1785357120.293,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
341,35.9234,1785357120.397,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
342,36.0279,1785357120.506,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
343,36.1376,1785357120.622,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
344,36.2578,1785357120.742,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
345,36.3759,1785357120.875,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
346,36.5166,1785357120.992,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
347,36.6334,1785357121.123,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
348,36.7648,1785357121.238,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
349,36.8716,1785357121.399,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
350,37.0373,1785357121.515,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
351,37.1481,1785357121.695,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
352,37.3376,1785357121.810,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
353,37.4422,1785357121.922,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
354,37.5522,1785357122.040,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
355,37.6778,1785357122.167,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
356,37.7987,1785357122.272,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
357,37.9062,1785357122.372,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
358,38.0025,1785357122.491,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
359,38.1276,1785357122.626,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
360,38.2631,1785357122.752,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
361,38.3895,1785357122.886,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
362,38.5238,1785357123.007,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
363,38.6423,1785357123.146,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
364,38.7853,1785357123.272,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
365,38.9100,1785357123.396,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
366,39.0279,1785357123.522,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
367,39.1620,1785357123.643,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
368,39.2785,1785357123.753,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
369,39.3964,1785357123.890,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
370,39.5312,1785357124.054,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
371,39.6893,1785357124.169,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
372,39.8197,1785357124.308,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
373,39.9434,1785357124.412,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
374,40.0514,1785357124.533,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
375,40.1737,1785357124.665,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
376,40.2994,1785357124.765,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
377,40.3964,1785357124.883,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
378,40.5340,1785357125.015,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
379,40.6552,1785357125.153,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
380,40.7853,1785357125.271,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
381,40.9122,1785357125.413,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
382,41.0663,1785357125.611,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
383,41.2519,1785357125.746,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
384,41.3830,1785357125.855,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
385,41.4930,1785357125.989,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
386,41.6324,1785357126.132,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
387,41.7698,1785357126.250,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
388,41.8815,1785357126.354,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
389,41.9866,1785357126.472,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
390,42.1178,1785357126.635,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
391,42.2734,1785357126.754,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
392,42.3992,1785357126.872,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
393,42.5356,1785357127.013,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
394,42.6474,1785357127.139,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
395,42.7793,1785357127.288,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
396,42.9328,1785357127.456,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
397,43.0985,1785357127.567,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
398,43.2039,1785357127.694,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
399,43.3297,1785357127.835,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
400,43.4663,1785357127.946,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
401,43.5824,1785357128.063,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
402,43.7128,1785357128.202,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
403,43.8404,1785357128.304,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
404,43.9405,1785357128.417,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
405,44.0537,1785357128.548,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
406,44.2012,1785357128.701,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
407,44.3339,1785357128.816,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
408,44.4459,1785357128.936,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
409,44.5811,1785357129.080,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
410,44.7348,1785357129.265,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
411,44.9049,1785357129.386,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
412,45.0259,1785357129.528,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
413,45.1722,1785357129.654,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
414,45.2976,1785357129.791,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
415,45.4236,1785357129.908,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
416,45.5580,1785357130.070,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
417,45.7022,1785357130.194,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
418,45.8288,1785357130.305,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
419,45.9396,1785357130.431,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
420,46.0727,1785357130.573,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
421,46.2185,1785357130.723,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
422,46.3654,1785357130.854,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
423,46.4990,1785357130.993,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
424,46.6238,1785357131.130,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
425,46.7897,1785357131.289,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
426,46.9220,1785357131.387,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
427,47.0245,1785357131.512,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
428,47.1578,1785357131.665,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
429,47.3111,1785357131.785,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
430,47.4185,1785357131.902,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
431,47.5350,1785357132.011,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
432,47.6586,1785357132.166,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
433,47.7999,1785357132.282,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
434,47.9191,1785357132.419,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
435,48.0583,1785357132.562,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
436,48.1990,1785357132.674,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
437,48.3132,1785357132.808,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
438,48.4699,1785357132.982,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
439,48.6165,1785357133.097,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
440,48.7287,1785357133.207,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
441,48.8425,1785357133.320,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
442,48.9602,1785357133.477,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
443,49.1175,1785357133.617,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
444,49.2625,1785357133.789,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
445,49.4350,1785357133.922,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
446,49.5556,1785357134.033,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
447,49.6722,1785357134.169,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
448,49.8006,1785357134.285,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
449,49.9289,1785357134.421,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
450,50.0514,1785357134.548,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
451,50.1878,1785357134.698,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
452,50.3375,1785357134.881,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
453,50.5145,1785357134.989,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
454,50.6267,1785357135.110,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
455,50.7424,1785357135.207,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
456,50.8379,1785357135.303,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
457,50.9342,1785357135.397,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
458,51.0275,1785357135.530,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
459,51.1687,1785357135.675,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
460,51.3131,1785357135.795,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
461,51.4277,1785357135.905,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
462,51.5371,1785357136.037,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
463,51.6726,1785357136.156,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
464,51.7883,1785357136.265,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
465,51.8949,1785357136.367,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
466,52.0126,1785357136.532,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
467,52.1726,1785357136.686,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
468,52.3292,1785357136.869,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
469,52.5172,1785357136.996,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
470,52.6267,1785357137.110,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
471,52.7589,1785357137.261,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
472,52.8925,1785357137.382,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
473,53.0166,1785357137.507,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
474,53.1597,1785357137.652,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
475,53.3116,1785357137.839,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
476,53.4727,1785357137.946,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
477,53.5836,1785357138.108,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
478,53.7430,1785357138.222,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
479,53.8556,1785357138.344,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
480,53.9845,1785357138.512,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
481,54.1633,1785357138.690,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
482,54.3334,1785357138.856,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
483,54.4881,1785357138.994,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
484,54.6414,1785357139.160,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
485,54.7991,1785357139.288,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
486,54.9193,1785357139.419,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
487,55.0563,1785357139.542,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
488,55.1814,1785357139.708,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
489,55.3759,1785357139.862,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
490,55.4920,1785357139.994,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
491,55.6238,1785357140.141,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
492,55.7785,1785357140.249,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
493,55.8821,1785357140.347,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
494,55.9787,1785357140.495,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
495,56.1407,1785357140.663,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
496,56.3229,1785357140.828,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
497,56.4727,1785357140.964,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
498,56.6182,1785357141.109,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
499,56.7485,1785357141.265,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
500,56.9149,1785357141.418,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
501,57.0704,1785357141.586,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
502,57.2275,1785357141.729,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
503,57.3785,1785357141.887,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
504,57.5184,1785357142.026,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
505,57.6710,1785357142.157,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
506,57.7938,1785357142.295,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
507,57.9379,1785357142.464,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
508,58.1248,1785357142.630,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
509,58.2607,1785357142.768,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
510,58.4062,1785357142.900,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
511,58.5366,1785357143.040,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
512,58.6779,1785357143.202,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
513,58.8470,1785357143.316,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
514,58.9540,1785357143.445,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
515,59.0805,1785357143.603,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
516,59.2409,1785357143.727,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
517,59.3670,1785357143.923,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
518,59.5630,1785357144.051,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
519,59.7025,1785357144.247,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
520,59.8823,1785357144.373,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
521,60.0242,1785357144.563,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
522,60.2053,1785357144.693,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
523,60.3336,1785357144.855,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
524,60.4885,1785357144.963,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
525,60.5991,1785357145.080,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
526,60.7124,1785357145.174,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
527,60.8058,1785357145.299,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
528,60.9293,1785357145.430,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
529,61.0678,1785357145.546,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
530,61.1779,1785357145.662,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
531,61.2954,1785357145.770,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
532,61.4209,1785357145.921,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
533,61.5572,1785357146.034,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
534,61.6872,1785357146.174,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
535,61.8134,1785357146.327,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
536,61.9629,1785357146.460,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
537,62.0928,1785357146.577,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
538,62.2065,1785357146.693,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
539,62.3339,1785357146.816,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
540,62.4554,1785357146.945,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
541,62.5793,1785357147.084,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
542,62.7194,1785357147.236,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
543,62.8744,1785357147.398,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
544,63.0313,1785357147.518,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
545,63.1693,1785357147.698,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
546,63.3326,1785357147.802,1,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
547,63.4370,1785357147.933,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
548,63.5787,1785357148.083,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
549,63.7207,1785357148.223,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
550,63.8537,1785357148.317,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
551,63.9510,1785357148.417,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
552,64.0531,1785357148.541,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
553,64.1740,1785357148.657,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
554,64.3069,1785357148.847,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
555,64.4852,1785357148.986,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
556,64.6200,1785357149.114,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
557,64.7643,1785357149.251,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
558,64.8850,1785357149.369,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
559,65.0042,1785357149.489,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
560,65.1233,1785357149.589,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
561,65.2231,1785357149.709,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
562,65.3401,1785357149.801,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
563,65.4330,1785357149.904,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
564,65.5345,1785357150.004,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
565,65.6525,1785357150.146,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
566,65.7832,1785357150.270,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
567,65.9054,1785357150.378,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
568,66.0127,1785357150.487,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
569,66.1273,1785357150.604,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
570,66.2363,1785357150.710,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
571,66.3796,1785357150.887,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
572,66.5211,1785357150.983,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
573,66.6159,1785357151.092,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
574,66.7382,1785357151.202,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
575,66.8331,1785357151.317,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
576,66.9479,1785357151.417,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
577,67.0561,1785357151.563,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
578,67.1993,1785357151.685,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
579,67.3192,1785357151.787,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
580,67.4173,1785357151.894,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
581,67.5269,1785357152.004,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
582,67.6378,1785357152.099,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
583,67.7288,1785357152.195,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
584,67.8268,1785357152.314,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
585,67.9484,1785357152.451,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
586,68.0925,1785357152.601,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
587,68.2426,1785357152.722,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
588,68.3736,1785357152.887,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
589,68.5228,1785357153.009,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
590,68.6536,1785357153.154,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
591,68.8007,1785357153.290,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
592,68.9283,1785357153.417,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
593,69.0608,1785357153.576,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
594,69.2288,1785357153.706,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
595,69.3390,1785357153.835,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
596,69.4796,1785357153.967,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
597,69.5998,1785357154.090,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
598,69.7297,1785357154.258,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
599,69.9238,1785357154.433,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
600,70.0870,1785357154.625,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
601,70.2677,1785357154.823,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
602,70.4663,1785357154.942,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
603,70.5887,1785357155.141,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
604,70.7903,1785357155.332,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
605,70.9865,1785357155.490,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
606,71.1242,1785357155.592,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
607,71.2286,1785357155.747,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
608,71.3952,1785357155.882,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
609,71.5258,1785357156.028,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
610,71.6587,1785357156.128,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
611,71.7771,1785357156.306,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
612,71.9381,1785357156.423,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
