frame,t_s,t_unix_s,n_ref,green_x_m,green_y_m,red_x_m,red_y_m,x_m,y_m,heading_deg,vx_m_s,vy_m_s,u_m_s,v_m_s,r_deg_s,scale,ref_world_rms_m,ref_range_rms_m,color_spacing_m,motion_reset,homography_state,reference_method
921,103.7627,1785357188.222,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
922,103.8521,1785357188.314,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
923,103.9443,1785357188.403,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
924,104.0330,1785357188.492,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
925,104.1222,1785357188.581,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
926,104.2114,1785357188.670,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
927,104.3004,1785357188.762,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
928,104.3918,1785357188.852,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
929,104.4800,1785357188.942,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
930,104.5723,1785357189.033,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
931,104.6631,1785357189.123,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
932,104.7525,1785357189.212,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
933,104.8422,1785357189.301,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
934,104.9318,1785357189.391,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
935,105.0198,1785357189.479,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
936,105.1099,1785357189.571,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
937,105.2011,1785357189.660,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
938,105.2905,1785357189.749,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
939,105.3791,1785357189.839,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
940,105.4686,1785357189.928,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
941,105.5567,1785357190.016,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
942,105.6455,1785357190.106,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
943,105.7356,1785357190.198,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
944,105.8285,1785357190.288,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
945,105.9180,1785357190.378,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
946,106.0085,1785357190.463,1,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
947,106.0926,1785357190.552,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
948,106.1816,1785357190.641,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
949,106.2702,1785357190.729,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
950,106.3600,1785357190.819,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
951,106.4504,1785357190.909,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
952,106.5402,1785357191.000,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
953,106.6312,1785357191.094,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
954,106.7243,1785357191.184,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
955,106.8146,1785357191.276,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
956,106.9053,1785357191.370,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
957,107.0002,1785357191.460,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
958,107.0886,1785357191.548,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
959,107.1784,1785357191.640,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
960,107.2706,1785357191.730,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
961,107.3599,1785357191.819,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
962,107.4491,1785357191.908,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
963,107.5388,1785357191.998,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
964,107.6280,1785357192.088,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
965,107.7176,1785357192.177,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
966,107.8065,1785357192.268,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
967,107.8983,1785357192.365,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
968,107.9983,1785357192.465,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
969,108.0957,1785357192.556,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
970,108.1853,1785357192.645,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
971,108.2753,1785357192.735,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
972,108.3651,1785357192.828,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
973,108.4577,1785357192.917,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
974,108.5467,1785357193.008,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
975,108.6394,1785357193.099,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
976,108.7346,1785357193.197,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
977,108.8290,1785357193.289,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
978,108.9195,1785357193.379,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
979,109.0108,1785357193.472,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
980,109.1040,1785357193.565,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
981,109.1967,1785357193.657,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
982,109.2871,1785357193.746,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
983,109.3762,1785357193.837,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
984,109.4697,1785357193.929,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
985,109.5616,1785357194.020,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
986,109.6516,1785357194.111,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
987,109.7408,1785357194.200,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
988,109.8297,1785357194.289,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
989,109.9184,1785357194.378,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
990,110.0078,1785357194.467,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
991,110.0984,1785357194.558,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
992,110.1910,1785357194.650,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
993,110.2811,1785357194.740,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
994,110.3711,1785357194.832,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
995,110.4642,1785357194.924,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
996,110.5570,1785357195.017,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
997,110.6474,1785357195.110,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
998,110.7422,1785357195.201,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
999,110.8302,1785357195.289,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
1000,110.9200,1785357195.379,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
1001,111.0123,1785357195.478,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
1002,111.1157,1785357195.587,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
1003,111.2236,1785357195.694,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
1004,111.3308,1785357195.791,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
1005,111.4287,1785357195.891,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
1006,111.5293,1785357195.989,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
1007,111.6282,1785357196.088,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
