frame,t_s,t_unix_s,n_ref,green_x_m,green_y_m,red_x_m,red_y_m,x_m,y_m,heading_deg,vx_m_s,vy_m_s,u_m_s,v_m_s,r_deg_s,scale,ref_world_rms_m,ref_range_rms_m,color_spacing_m,motion_reset,homography_state,reference_method,calibration_debug_schema_version,frame_width_px,frame_height_px,ref_tag_size_m,visible_ref_ids,candidate_available,candidate_accepted,candidate_reject_reason,candidate_method,candidate_world_rms_m,candidate_pnp_baseline_error_m,pnp_baseline_tag_a,pnp_baseline_tag_b,pnp_baseline_measured_m,pnp_baseline_expected_m,accepted_calibration_samples,max_ref_world_error_m,max_ref_range_error_m,camera_K_00,camera_K_01,camera_K_02,camera_K_10,camera_K_11,camera_K_12,camera_K_20,camera_K_21,camera_K_22,camera_dist_0,camera_dist_1,camera_dist_2,camera_dist_3,camera_dist_4,ref_101_detected,ref_101_target_x_m,ref_101_target_y_m,ref_101_center_px_x,ref_101_center_px_y,ref_101_corner0_px_x,ref_101_corner0_px_y,ref_101_corner1_px_x,ref_101_corner1_px_y,ref_101_corner2_px_x,ref_101_corner2_px_y,ref_101_corner3_px_x,ref_101_corner3_px_y,ref_101_cam_x_m,ref_101_cam_y_m,ref_101_cam_z_m,ref_101_range_m,ref_101_map_x_m,ref_101_map_y_m,ref_102_detected,ref_102_target_x_m,ref_102_target_y_m,ref_102_center_px_x,ref_102_center_px_y,ref_102_corner0_px_x,ref_102_corner0_px_y,ref_102_corner1_px_x,ref_102_corner1_px_y,ref_102_corner2_px_x,ref_102_corner2_px_y,ref_102_corner3_px_x,ref_102_corner3_px_y,ref_102_cam_x_m,ref_102_cam_y_m,ref_102_cam_z_m,ref_102_range_m,ref_102_map_x_m,ref_102_map_y_m,candidate_H_00,candidate_H_01,candidate_H_02,candidate_H_10,candidate_H_11,candidate_H_12,candidate_H_20,candidate_H_21,candidate_H_22,active_map_H_00,active_map_H_01,active_map_H_02,active_map_H_10,active_map_H_11,active_map_H_12,active_map_H_20,active_map_H_21,active_map_H_22
262,25.5502,1785357780.404,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.383753,0.898531,101,102,3.361469,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,321.976,707.294,65.909,791.488,10.033,780.088,79.830,716.244,134.972,723.263,-2.846823,0.620094,1.800877,3.425212,,,1,4.260000,0.000000,1690.033,853.965,1843.519,934.415,1760.383,934.946,1706.120,840.348,1784.399,843.244,-1.211110,-0.528662,-0.901766,1.599829,,,0.0302285161,0.0298599799,-24.6659150710,0.0022970377,-0.0274238964,20.4427375758,0.0012598378,0.0111616427,1.0000000000,,,,,,,,,
263,25.6571,1785357780.508,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.384735,0.886784,101,102,3.373216,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.144,707.125,65.651,791.550,9.705,779.449,79.713,716.214,134.656,723.318,-2.858377,0.622043,1.807696,3.438753,,,1,4.260000,0.000000,1690.008,854.016,1843.411,934.368,1760.469,935.246,1706.069,840.356,1783.922,843.068,-1.210186,-0.528372,-0.901288,1.598764,,,0.0305470006,0.0301775959,-24.9158819533,0.0023261861,-0.0277494653,20.6822744538,0.0012664386,0.0113066070,1.0000000000,,,,,,,,,
264,25.7581,1785357780.613,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.385171,0.893535,101,102,3.366465,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.232,707.294,65.853,791.565,9.691,780.207,79.505,716.433,134.654,723.368,-2.850698,0.621145,1.802825,3.429647,,,1,4.260000,0.000000,1689.969,854.130,1843.487,934.574,1760.707,935.408,1706.145,840.405,1784.330,843.482,-1.215527,-0.530927,-0.904947,1.605714,,,0.0302062551,0.0298347688,-24.6410343900,0.0022975286,-0.0274137076,20.4390958262,0.0012607679,0.0111494025,1.0000000000,,,,,,,,,
265,25.8621,1785357780.712,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.601643,0.887134,101,102,3.372866,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.013,707.122,65.625,791.485,9.723,779.463,79.820,716.199,135.044,723.137,-2.852793,0.620707,1.804420,3.432147,,,1,4.260000,0.000000,1689.952,854.119,1843.516,934.506,1760.629,935.278,1705.386,840.433,1784.354,843.518,-1.228599,-0.536658,-0.915640,1.623531,,,-0.0017652192,-0.0009024786,0.8105563055,-0.0000614633,0.0007424415,-0.5534775625,-0.0006524054,-0.0006377177,1.0000000000,,,,,,,,,
266,25.9652,1785357780.834,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.381681,0.890732,101,102,3.369268,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,321.955,707.081,65.756,791.507,9.598,779.206,79.985,716.131,135.018,723.118,-2.855115,0.620995,1.805964,3.434942,,,1,4.260000,0.000000,1690.031,853.970,1843.367,934.133,1760.675,935.331,1706.110,840.401,1784.227,843.137,-1.208596,-0.527574,-0.899906,1.596518,,,0.0273036808,0.0271117735,-22.3750153937,0.0020971888,-0.0249901078,18.6218831844,0.0011146913,0.0100284202,1.0000000000,,,,,,,,,
267,26.0784,1785357780.924,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.382659,0.904084,101,102,3.355916,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.065,707.269,65.895,791.523,9.823,780.265,79.892,716.097,134.736,723.258,-2.840861,0.618764,1.796908,3.417929,,,1,4.260000,0.000000,1690.017,853.996,1843.470,934.372,1760.590,935.221,1705.971,840.355,1784.272,843.184,-1.214226,-0.530094,-0.904269,1.604072,,,0.0256383969,0.0252595711,-20.8686853273,0.0019598921,-0.0233997039,17.4439139552,0.0010572223,0.0093172132,1.0000000000,,,,,,,,,
268,26.1660,1785357781.011,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.384694,0.894759,101,102,3.365241,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.135,707.181,65.657,791.554,9.788,779.797,79.617,716.247,134.808,723.217,-2.850557,0.620566,1.802821,3.429422,,,1,4.260000,0.000000,1690.011,854.018,1843.520,934.408,1760.501,935.291,1706.076,840.351,1784.389,843.257,-1.211766,-0.529058,-0.902281,1.600747,,,0.0319845811,0.0316426698,-26.1257231818,0.0024267953,-0.0289507308,21.5792401743,0.0013273033,0.0118902067,1.0000000000,,,,,,,,,
269,26.2527,1785357781.097,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.382685,0.898626,101,102,3.361374,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.060,707.182,65.341,791.446,9.909,779.866,79.721,716.193,135.171,723.193,-2.846252,0.619572,1.800247,3.424311,,,1,4.260000,0.000000,1689.980,854.093,1843.350,934.413,1760.663,935.352,1706.082,840.431,1784.198,843.355,-1.213915,-0.530154,-0.903906,1.603652,,,0.0271765605,0.0269973233,-22.2834703857,0.0020833125,-0.0248315991,18.5083981315,0.0011251233,0.0099437671,1.0000000000,,,,,,,,,
270,26.3393,1785357781.187,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.373622,0.896469,101,102,3.363531,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.142,707.253,65.710,791.527,9.761,780.278,79.621,716.170,134.891,723.241,-2.841019,0.618794,1.796843,3.418031,,,1,4.260000,0.000000,1689.949,854.077,1843.372,934.482,1760.617,935.330,1704.941,840.184,1784.198,843.380,-1.237792,-0.540623,-0.923223,1.636076,,,0.0162864620,0.0160628449,-13.2690943887,0.0012868548,-0.0153854444,11.4713281921,0.0006101025,0.0056322583,1.0000000000,,,,,,,,,
271,26.4368,1785357781.281,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.380817,0.903003,101,102,3.356997,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.225,707.200,65.655,791.497,9.559,780.304,79.491,716.159,134.824,723.161,-2.839499,0.618311,1.795668,3.416063,,,1,4.260000,0.000000,1689.990,854.048,1843.380,934.401,1760.675,935.362,1705.789,840.250,1784.229,843.302,-1.224077,-0.534516,-0.911883,1.617282,,,0.0224002732,0.0221248967,-18.2703804143,0.0017282017,-0.0206362354,15.3845025004,0.0009011148,0.0080470828,1.0000000000,,,,,,,,,
272,26.5229,1785357781.368,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.383660,0.892300,101,102,3.367700,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.195,707.186,65.530,791.531,9.639,779.823,79.682,716.195,134.769,723.408,-2.852027,0.620954,1.803636,3.431144,,,1,4.260000,0.000000,1690.017,854.003,1843.464,934.431,1760.580,935.271,1706.056,840.275,1784.421,843.245,-1.215354,-0.530594,-0.904986,1.605495,,,0.0282990765,0.0280016954,-23.1185922234,0.0021604279,-0.0257872914,19.2228888939,0.0011639886,0.0104126991,1.0000000000,,,,,,,,,
273,26.6103,1785357781.455,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.383072,0.895801,101,102,3.364199,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.120,707.208,65.651,791.419,9.650,780.057,79.826,716.180,134.835,723.285,-2.846506,0.619782,1.800313,3.424595,,,1,4.260000,0.000000,1689.998,854.027,1843.507,934.500,1760.529,935.329,1705.760,840.221,1784.367,843.253,-1.222520,-0.533793,-0.910733,1.615217,,,0.0044049393,-0.0006697631,0.1854206914,-0.0000023091,-0.0000318123,0.0283291396,-0.0000515654,0.0009572818,1.0000000000,,,,,,,,,
274,26.6966,1785357781.541,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.380645,0.888637,101,102,3.371363,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.101,707.131,65.605,791.548,9.569,779.414,79.660,716.090,135.037,723.431,-2.856325,0.621584,1.806488,3.436329,,,1,4.260000,0.000000,1689.995,854.063,1843.361,934.307,1760.563,935.376,1706.125,840.412,1784.565,843.447,-1.212050,-0.529270,-0.902383,1.601090,,,0.0229199911,0.0226809803,-18.7243178262,0.0017772815,-0.0211782213,15.7849456611,0.0009240094,0.0082595600,1.0000000000,,,,,,,,,
275,26.7827,1785357781.629,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.380431,0.897126,101,102,3.362874,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.099,707.245,65.466,791.483,9.811,780.088,79.671,716.198,135.158,723.327,-2.844672,0.619522,1.799228,3.422453,,,1,4.260000,0.000000,1689.990,854.055,1843.327,934.376,1760.706,935.342,1705.906,840.215,1784.220,843.376,-1.224821,-0.534850,-0.912308,1.618195,,,0.0232501362,0.0230573808,-19.0366881883,0.0017951085,-0.0214301236,15.9759260425,0.0009409894,0.0083864422,1.0000000000,,,,,,,,,
276,26.8712,1785357781.722,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.386352,0.898971,101,102,3.361029,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.214,707.121,65.550,791.568,9.836,779.851,79.339,716.152,134.729,723.097,-2.846929,0.619592,1.800314,3.424913,,,1,4.260000,0.000000,1689.959,854.156,1843.207,934.448,1760.580,935.346,1706.237,840.477,1784.278,843.521,-1.211496,-0.529218,-0.901928,1.600397,,,0.0318959454,0.0314080200,-25.9380865002,0.0024189810,-0.0288127839,21.4751608838,0.0013384298,0.0118199481,1.0000000000,,,,,,,,,
277,26.9639,1785357781.808,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.377860,0.894966,101,102,3.365034,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.026,707.229,65.791,791.514,10.097,780.055,79.718,716.196,134.830,723.087,-2.844097,0.619270,1.798993,3.421806,,,1,4.260000,0.000000,1689.959,854.089,1843.262,934.473,1760.592,935.308,1705.317,840.261,1784.351,843.405,-1.232503,-0.538311,-0.918768,1.628796,,,0.0203350604,0.0200294682,-16.5477887828,0.0015811763,-0.0188782237,14.0726710685,0.0007969412,0.0072396366,1.0000000000,,,,,,,,,
278,27.0498,1785357781.894,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.381811,0.899832,101,102,3.360168,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.053,707.261,65.530,791.469,9.840,780.075,79.688,716.249,135.254,723.292,-2.845021,0.619625,1.799553,3.422933,,,1,4.260000,0.000000,1690.009,854.026,1843.461,934.458,1760.592,935.425,1706.125,840.248,1784.389,843.232,-1.214029,-0.530062,-0.903928,1.603720,,,0.0254171679,0.0252399362,-20.8371815493,0.0019497679,-0.0232667106,17.3445858878,0.0010491580,0.0092333021,1.0000000000,,,,,,,,,
279,27.1362,1785357781.985,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.383168,0.905225,101,102,3.354775,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.072,707.348,65.599,791.444,9.816,780.459,79.766,716.209,135.231,723.460,-2.840881,0.619100,1.796980,3.418044,,,1,4.260000,0.000000,1690.009,854.032,1843.491,934.468,1760.535,935.273,1706.220,840.343,1784.388,843.287,-1.210147,-0.528371,-0.900895,1.598513,,,0.0281096125,0.0278980238,-23.0366822724,0.0021422700,-0.0255770091,19.0694884098,0.0011730831,0.0103028024,1.0000000000,,,,,,,,,
280,27.2269,1785357782.088,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.372171,0.898391,101,102,3.361609,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,321.883,707.125,65.878,791.621,9.661,779.318,79.689,716.237,135.485,722.890,-2.848224,0.619623,1.801787,3.426770,,,1,4.260000,0.000000,1690.012,854.024,1843.492,934.464,1760.564,935.337,1706.209,840.386,1784.304,843.164,-1.207099,-0.527026,-0.898643,1.594491,,,0.0054064822,0.0052838350,-4.3672760873,0.0004321176,-0.0051441479,3.8370932396,0.0003073261,0.0009142159,1.0000000000,,,,,,,,,
281,27.3439,1785357782.204,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.990559,0.893102,101,102,3.366898,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,321.998,707.142,65.890,791.516,9.589,779.530,79.758,716.184,135.074,723.128,-2.851320,0.620459,1.803537,3.430414,,,1,4.260000,0.000000,1690.014,854.004,1843.395,934.358,1760.560,935.291,1706.047,840.283,1784.165,843.155,-1.214214,-0.530104,-0.904246,1.604053,,,0.0006124043,-0.0063439873,4.7314123174,-0.0000079857,0.0003173752,-0.2796304548,0.0004850891,-0.0020440096,1.0000000000,,,,,,,,,
282,27.4619,1785357782.312,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,5.199127,0.875467,101,102,3.384533,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.071,707.129,65.782,791.533,9.556,779.296,79.593,716.235,135.053,723.345,-2.860482,0.622457,1.809176,3.441355,,,1,4.260000,0.000000,1689.951,854.072,1843.571,934.501,1760.538,935.263,1704.901,840.160,1784.317,843.523,-1.239552,-0.541382,-0.924527,1.638394,,,0.0004892798,-0.0022920027,1.6727421206,-0.0000463818,0.0004806368,-0.3637598773,0.0001589744,-0.0012963809,1.0000000000,,,,,,,,,
283,27.5614,1785357782.408,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.382381,0.902653,101,102,3.357347,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.084,707.319,65.956,791.510,9.680,780.335,79.613,716.278,135.073,723.310,-2.842959,0.619441,1.798244,3.420497,,,1,4.260000,0.000000,1690.002,854.042,1843.481,934.320,1760.648,935.388,1706.098,840.411,1784.253,843.289,-1.211297,-0.528903,-0.901898,1.600125,,,0.0263168056,0.0260297136,-21.4989827558,0.0020135010,-0.0240355302,17.9195942293,0.0010827463,0.0096021553,1.0000000000,,,,,,,,,
284,27.6583,1785357782.503,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.380439,0.895787,101,102,3.364213,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.038,707.161,65.785,791.524,9.702,779.814,79.746,716.147,134.970,723.060,-2.844807,0.619152,1.799354,3.422565,,,1,4.260000,0.000000,1690.030,853.940,1843.423,934.231,1760.802,935.406,1705.684,840.043,1784.308,843.185,-1.229152,-0.536512,-0.915795,1.623989,,,0.0379681737,0.0384162442,-31.6560943874,0.0028772011,-0.0343548723,25.6034253056,0.0015139431,0.0144773811,1.0000000000,,,,,,,,,
285,27.7497,1785357782.593,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.382754,0.907928,101,102,3.352072,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.089,707.255,65.725,791.478,9.777,780.356,79.773,716.116,134.921,723.184,-2.837666,0.618028,1.794826,3.414046,,,1,4.260000,0.000000,1690.010,854.020,1843.509,934.419,1760.573,935.293,1706.036,840.360,1784.393,843.257,-1.213163,-0.529673,-0.903351,1.602610,,,0.0260592407,0.0257516146,-21.2684363707,0.0019909348,-0.0237602197,17.7125330414,0.0010778476,0.0094854174,1.0000000000,,,,,,,,,
286,27.8421,1785357782.687,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.787197,0.888137,101,102,3.371863,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.038,707.050,66.156,791.462,9.550,779.327,79.676,716.179,134.625,722.977,-2.856786,0.621297,1.806827,3.436839,,,1,4.260000,0.000000,1689.996,854.055,1843.452,934.424,1760.539,935.348,1706.049,840.402,1784.354,843.286,-1.212002,-0.529239,-0.902492,1.601104,,,0.0130039590,-0.0185414889,8.4050778247,-0.0007513669,0.0042339641,-2.4956936291,0.0050751691,-0.0073709982,1.0000000000,,,,,,,,,
287,27.9354,1785357782.780,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.383226,0.894790,101,102,3.365210,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,321.859,707.101,65.643,791.522,9.703,779.282,79.837,716.102,135.571,722.993,-2.848022,0.619458,1.801685,3.426518,,,1,4.260000,0.000000,1689.972,854.106,1843.340,934.354,1760.614,935.427,1705.997,840.313,1784.264,843.492,-1.220476,-0.533053,-0.908933,1.612410,,,0.0402052192,0.0398910466,-32.9270945960,0.0030343229,-0.0361306017,26.9209215599,0.0016321100,0.0153092297,1.0000000000,,,,,,,,,
288,28.0249,1785357782.879,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.381296,0.896556,101,102,3.363444,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.044,707.246,65.414,791.452,9.911,779.995,79.552,716.316,135.430,723.232,-2.846086,0.619788,1.800231,3.424204,,,1,4.260000,0.000000,1689.973,854.111,1843.210,934.417,1760.702,935.432,1706.121,840.235,1784.309,843.501,-1.221736,-0.533607,-0.909736,1.614000,,,0.0252441080,0.0251169377,-20.7314959155,0.0019430431,-0.0231727538,17.2739709701,0.0010361943,0.0091759823,1.0000000000,,,,,,,,,
